,chembl_id,target_id,assay_type,assay_organism,raw_size,cleaned_size,cleaning_failed,cleaning_size_delta,num_pos,percentage_pos,confidence,tid,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
17299,CHEMBL3375142,,P,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,0,,,,,,,,,,,,,,
17300,CHEMBL3375526,,B,Plasmodium falciparum,32,32,False,0.0,4.0,12.5,0,,,,,,,,,,,,,,
17301,CHEMBL3375578,,B,Homo sapiens,41,41,False,0.0,20.0,48.78048780487804,0,,,,,,,,,,,,,,
17302,CHEMBL3376123,,B,Porphyromonas gingivalis,32,32,False,0.0,4.0,12.5,0,,,,,,,,,,,,,,
17303,CHEMBL3376124,,B,Porphyromonas gingivalis,34,34,False,0.0,1.0,2.9411764705882355,0,,,,,,,,,,,,,,
17304,CHEMBL3376321,,P,,33,33,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17305,CHEMBL3376393,,P,,47,45,False,2.0,22.0,48.88888888888889,0,,,,,,,,,,,,,,
17306,CHEMBL3376560,,B,Hepatitis C virus,34,34,False,0.0,34.0,100.0,0,,,,,,,,,,,,,,
17307,CHEMBL3376561,,B,Hepatitis C virus (isolate Con1),33,33,False,0.0,33.0,100.0,0,,,,,,,,,,,,,,
17308,CHEMBL3376833,,B,Trypanosoma brucei,59,59,False,0.0,45.0,76.27118644067797,0,,,,,,,,,,,,,,
17309,CHEMBL3376837,,A,Homo sapiens,36,36,False,0.0,18.0,50.0,0,,,,,,,,,,,,,,
17310,CHEMBL3378819,,P,,37,37,False,0.0,5.0,13.513513513513516,0,,,,,,,,,,,,,,
17311,CHEMBL3381606,,A,Homo sapiens,76,76,False,0.0,30.0,39.47368421052632,0,,,,,,,,,,,,,,
17312,CHEMBL3381608,,A,Homo sapiens,65,65,False,0.0,32.0,49.230769230769226,0,,,,,,,,,,,,,,
17313,CHEMBL3382424,,A,Homo sapiens,27,27,False,0.0,1.0,3.703703703703704,0,,,,,,,,,,,,,,
17314,CHEMBL3382982,,B,Cavia porcellus,59,59,False,0.0,29.0,49.15254237288136,0,,,,,,,,,,,,,,
17315,CHEMBL3384201,,P,,44,44,False,0.0,22.0,50.0,0,,,,,,,,,,,,,,
17316,CHEMBL3384537,,B,Trypanosoma brucei,51,51,False,0.0,50.0,98.0392156862745,0,,,,,,,,,,,,,,
17317,CHEMBL3385342,,B,Mus musculus,43,43,False,0.0,43.0,100.0,0,,,,,,,,,,,,,,
17318,CHEMBL3385545,,B,Mycobacterium tuberculosis,36,36,False,0.0,16.0,44.44444444444444,0,,,,,,,,,,,,,,
17319,CHEMBL3385628,,B,Ovis aries,34,34,False,0.0,14.0,41.1764705882353,0,,,,,,,,,,,,,,
17320,CHEMBL3385629,,B,Ovis aries,12,12,False,0.0,6.0,50.0,0,,,,,,,,,,,,,,
17321,CHEMBL3387004,,A,Homo sapiens,39,39,False,0.0,8.0,20.512820512820515,0,,,,,,,,,,,,,,
17322,CHEMBL3387684,,B,Trypanosoma brucei,48,48,False,0.0,48.0,100.0,0,,,,,,,,,,,,,,
17323,CHEMBL3388197,,A,,57,57,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17324,CHEMBL3388198,,A,,57,57,False,0.0,57.0,100.0,0,,,,,,,,,,,,,,
17325,CHEMBL3388199,,P,,57,57,False,0.0,57.0,100.0,0,,,,,,,,,,,,,,
17326,CHEMBL3388463,,A,Chlorocebus aethiops,61,61,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17327,CHEMBL3388597,,P,,50,50,False,0.0,3.0,6.0,0,,,,,,,,,,,,,,
17328,CHEMBL3389999,,B,Staphylococcus aureus,48,48,False,0.0,1.0,2.083333333333333,0,,,,,,,,,,,,,,
17329,CHEMBL3390767,,A,Homo sapiens,36,36,False,0.0,18.0,50.0,0,,,,,,,,,,,,,,
17330,CHEMBL3391017,,A,Homo sapiens,27,27,False,0.0,10.0,37.03703703703704,0,,,,,,,,,,,,,,
17331,CHEMBL3391093,,B,Human immunodeficiency virus 1,37,37,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17332,CHEMBL3391259,,B,Mus musculus,23,23,False,0.0,23.0,100.0,0,,,,,,,,,,,,,,
17333,CHEMBL3395636,,A,Homo sapiens,54,54,False,0.0,22.0,40.74074074074074,0,,,,,,,,,,,,,,
17334,CHEMBL3395808,,B,Plasmodium falciparum,39,39,False,0.0,19.0,48.71794871794872,0,,,,,,,,,,,,,,
17335,CHEMBL3396930,,P,,31,31,False,0.0,15.0,48.38709677419354,0,,,,,,,,,,,,,,
17336,CHEMBL3399534,,B,Pseudomonas aeruginosa,79,79,False,0.0,39.0,49.36708860759494,0,,,,,,,,,,,,,,
17337,CHEMBL3399535,,B,Pseudomonas aeruginosa,58,58,False,0.0,28.0,48.27586206896552,0,,,,,,,,,,,,,,
17338,CHEMBL3404497,,B,Homo sapiens,66,66,False,0.0,33.0,50.0,0,,,,,,,,,,,,,,
17339,CHEMBL3404731,,A,Homo sapiens,34,34,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17340,CHEMBL3405426,,B,Mycobacterium tuberculosis,30,30,False,0.0,15.0,50.0,0,,,,,,,,,,,,,,
17341,CHEMBL3405625,,B,Rattus norvegicus,37,37,False,0.0,18.0,48.64864864864865,0,,,,,,,,,,,,,,
17342,CHEMBL3406502,,B,Escherichia coli,61,61,False,0.0,23.0,37.70491803278689,0,,,,,,,,,,,,,,
17343,CHEMBL3406503,,B,Escherichia coli,61,61,False,0.0,30.0,49.18032786885247,0,,,,,,,,,,,,,,
17344,CHEMBL3407118,,B,Methanosarcina thermophila,18,18,False,0.0,18.0,100.0,0,,,,,,,,,,,,,,
17345,CHEMBL3407119,,B,Porphyromonas gingivalis,40,40,False,0.0,38.0,95.0,0,,,,,,,,,,,,,,
17346,CHEMBL3407120,,B,Nostoc commune,40,40,False,0.0,38.0,95.0,0,,,,,,,,,,,,,,
17347,CHEMBL3407305,,B,Not specified,30,30,False,0.0,1.0,3.333333333333333,0,,,,,,,,,,,,,,
17348,CHEMBL3411493,,B,Mycobacterium tuberculosis,35,35,False,0.0,17.0,48.57142857142857,0,,,,,,,,,,,,,,
17349,CHEMBL3413046,,A,Mus musculus,24,24,False,0.0,8.0,33.333333333333336,0,,,,,,,,,,,,,,
17350,CHEMBL3413515,,B,Homo sapiens,42,42,False,0.0,37.0,88.09523809523809,0,,,,,,,,,,,,,,
17351,CHEMBL3413516,,P,,39,39,False,0.0,19.0,48.71794871794872,0,,,,,,,,,,,,,,
17352,CHEMBL3413693,,B,Homo sapiens,37,37,False,0.0,18.0,48.64864864864865,0,,,,,,,,,,,,,,
17353,CHEMBL3413694,,B,Homo sapiens,85,85,False,0.0,42.0,49.41176470588236,0,,,,,,,,,,,,,,
17354,CHEMBL3413805,,A,Homo sapiens,40,40,False,0.0,40.0,100.0,0,,,,,,,,,,,,,,
17355,CHEMBL3418055,,A,Homo sapiens,43,43,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17356,CHEMBL3418836,,A,Homo sapiens,40,40,False,0.0,1.0,2.5,0,,,,,,,,,,,,,,
17357,CHEMBL3424109,,F,Leishmania turanica,39,39,False,0.0,19.0,48.71794871794872,0,,,,,,,,,,,,,,
17358,CHEMBL3424257,,B,Leishmania,39,39,False,0.0,10.0,25.64102564102564,0,,,,,,,,,,,,,,
17359,CHEMBL3424816,,P,,35,35,False,0.0,11.0,31.42857142857143,0,,,,,,,,,,,,,,
17360,CHEMBL3425000,,P,,36,36,False,0.0,5.0,13.888888888888893,0,,,,,,,,,,,,,,
17361,CHEMBL3425083,,B,Streptococcus mutans UA159,39,39,False,0.0,19.0,48.71794871794872,0,,,,,,,,,,,,,,
17362,CHEMBL3428808,,A,Homo sapiens,50,50,False,0.0,11.0,22.0,0,,,,,,,,,,,,,,
17363,CHEMBL3429261,,A,Mus musculus,32,32,False,0.0,16.0,50.0,0,,,,,,,,,,,,,,
17364,CHEMBL3429821,,B,Rattus norvegicus,40,40,False,0.0,39.0,97.5,0,,,,,,,,,,,,,,
17365,CHEMBL3431458,,F,Trypanosoma cruzi,584,584,False,0.0,268.0,45.89041095890411,0,,,,,,,,,,,,,,
17366,CHEMBL3507681,,T,Homo sapiens,68620,68620,False,0.0,212.0,0.3089478286213932,0,,,,,,,,,,,,,,
17367,CHEMBL3531056,,A,Rattus norvegicus,3,3,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17368,CHEMBL3561973,,F,,552,153,False,399.0,142.0,92.81045751633988,0,,,,,,,,,,,,,,
17369,CHEMBL3561977,,F,,463,463,False,0.0,231.0,49.89200863930886,0,,,,,,,,,,,,,,
17370,CHEMBL3561978,,F,,95,54,False,41.0,47.0,87.03703703703705,0,,,,,,,,,,,,,,
17371,CHEMBL3561981,,F,,167,24,False,143.0,23.0,95.83333333333331,0,,,,,,,,,,,,,,
17372,CHEMBL3561983,,F,,99,17,False,82.0,0.0,0.0,0,,,,,,,,,,,,,,
17373,CHEMBL3561990,,F,,2155,893,False,1262.0,563.0,63.04591265397536,0,,,,,,,,,,,,,,
17374,CHEMBL3561991,,F,,179,34,False,145.0,34.0,100.0,0,,,,,,,,,,,,,,
17375,CHEMBL3561996,,F,,229,121,False,108.0,109.0,90.08264462809916,0,,,,,,,,,,,,,,
17376,CHEMBL3562002,,F,,370,89,False,281.0,89.0,100.0,0,,,,,,,,,,,,,,
17377,CHEMBL3562006,,F,,164,164,False,0.0,82.0,50.0,0,,,,,,,,,,,,,,
17378,CHEMBL3562007,,F,,1228,1228,False,0.0,613.0,49.91856677524429,0,,,,,,,,,,,,,,
17379,CHEMBL3562015,,F,,463,463,False,0.0,463.0,100.0,0,,,,,,,,,,,,,,
17380,CHEMBL3562017,,F,,119,61,False,58.0,54.0,88.52459016393442,0,,,,,,,,,,,,,,
17381,CHEMBL3562018,,F,,403,86,False,317.0,86.0,100.0,0,,,,,,,,,,,,,,
17382,CHEMBL3562021,,F,,230,137,False,93.0,115.0,83.94160583941607,0,,,,,,,,,,,,,,
17383,CHEMBL3562024,,F,,362,78,False,284.0,78.0,100.0,0,,,,,,,,,,,,,,
17384,CHEMBL3562026,,F,,178,84,False,94.0,84.0,100.0,0,,,,,,,,,,,,,,
17385,CHEMBL3562027,,F,,228,118,False,110.0,109.0,92.3728813559322,0,,,,,,,,,,,,,,
17386,CHEMBL3562028,,F,Homo sapiens,59,59,False,0.0,1.0,1.6949152542372878,0,,,,,,,,,,,,,,
17387,CHEMBL3562033,,F,,169,29,False,140.0,23.0,79.3103448275862,0,,,,,,,,,,,,,,
17388,CHEMBL3562034,,F,,344,81,False,263.0,81.0,100.0,0,,,,,,,,,,,,,,
17389,CHEMBL3562036,,F,,120,33,False,87.0,33.0,100.0,0,,,,,,,,,,,,,,
17390,CHEMBL3562038,,F,,224,112,False,112.0,111.0,99.10714285714286,0,,,,,,,,,,,,,,
17391,CHEMBL3562040,,F,,244,244,False,0.0,2.0,0.819672131147541,0,,,,,,,,,,,,,,
17392,CHEMBL3562043,,F,,362,157,False,205.0,157.0,100.0,0,,,,,,,,,,,,,,
17393,CHEMBL3562044,,F,,39,39,False,0.0,19.0,48.71794871794872,0,,,,,,,,,,,,,,
17394,CHEMBL3562045,,F,,48,6,False,42.0,6.0,100.0,0,,,,,,,,,,,,,,
17395,CHEMBL3562046,,F,,39,39,False,0.0,39.0,100.0,0,,,,,,,,,,,,,,
17396,CHEMBL3562052,,F,,116,39,False,77.0,39.0,100.0,0,,,,,,,,,,,,,,
17397,CHEMBL3562056,,F,,51,51,False,0.0,9.0,17.647058823529417,0,,,,,,,,,,,,,,
17398,CHEMBL3562063,,F,,146,146,False,0.0,146.0,100.0,0,,,,,,,,,,,,,,
17399,CHEMBL3562064,,F,,1973,516,False,1457.0,409.0,79.26356589147288,0,,,,,,,,,,,,,,
17400,CHEMBL3562067,,F,,407,86,False,321.0,86.0,100.0,0,,,,,,,,,,,,,,
17401,CHEMBL3562069,,F,,229,121,False,108.0,113.0,93.38842975206612,0,,,,,,,,,,,,,,
17402,CHEMBL3562076,,F,,100,100,False,0.0,50.0,50.0,0,,,,,,,,,,,,,,
17403,CHEMBL3562077,,F,,69600,17637,False,51963.0,17521.0,99.34229177297726,0,,,,,,,,,,,,,,
17404,CHEMBL3562085,,F,,552,153,False,399.0,142.0,92.81045751633988,0,,,,,,,,,,,,,,
17405,CHEMBL3562088,,F,,565,194,False,371.0,106.0,54.63917525773197,0,,,,,,,,,,,,,,
17406,CHEMBL3562093,,F,,50,50,False,0.0,25.0,50.0,0,,,,,,,,,,,,,,
17407,CHEMBL3562095,,F,,61,61,False,0.0,30.0,49.18032786885247,0,,,,,,,,,,,,,,
17408,CHEMBL3562103,,F,,463,463,False,0.0,230.0,49.676025917926566,0,,,,,,,,,,,,,,
17409,CHEMBL3562105,,F,,36,36,False,0.0,18.0,50.0,0,,,,,,,,,,,,,,
17410,CHEMBL3562108,,F,,33,33,False,0.0,16.0,48.48484848484848,0,,,,,,,,,,,,,,
17411,CHEMBL3562109,,F,,100,100,False,0.0,14.0,14.0,0,,,,,,,,,,,,,,
17412,CHEMBL3562112,,F,,550,169,False,381.0,153.0,90.53254437869822,0,,,,,,,,,,,,,,
17413,CHEMBL3562115,,F,,136,15,False,121.0,15.0,100.0,0,,,,,,,,,,,,,,
17414,CHEMBL3562119,,F,,2140,876,False,1264.0,520.0,59.36073059360732,0,,,,,,,,,,,,,,
17415,CHEMBL3562120,,F,,181,21,False,160.0,21.0,100.0,0,,,,,,,,,,,,,,
17416,CHEMBL3562121,,F,,92,56,False,36.0,46.0,82.14285714285714,0,,,,,,,,,,,,,,
17417,CHEMBL3562123,,F,,224,98,False,126.0,98.0,100.0,0,,,,,,,,,,,,,,
17418,CHEMBL3562124,,F,,227,114,False,113.0,112.0,98.24561403508773,0,,,,,,,,,,,,,,
17419,CHEMBL3562130,,F,,182,116,False,66.0,91.0,78.44827586206897,0,,,,,,,,,,,,,,
17420,CHEMBL3562133,,F,,565,194,False,371.0,106.0,54.63917525773197,0,,,,,,,,,,,,,,
17421,CHEMBL3562135,,F,,550,169,False,381.0,153.0,90.53254437869822,0,,,,,,,,,,,,,,
17422,CHEMBL3562136,,F,,1943,501,False,1442.0,389.0,77.64471057884232,0,,,,,,,,,,,,,,
17423,CHEMBL3562137,,F,,1493,662,False,831.0,321.0,48.48942598187311,0,,,,,,,,,,,,,,
17424,CHEMBL3562138,,F,,37,37,False,0.0,18.0,48.64864864864865,0,,,,,,,,,,,,,,
17425,CHEMBL3562139,,F,,181,34,False,147.0,34.0,100.0,0,,,,,,,,,,,,,,
17426,CHEMBL3562141,,F,,118,60,False,58.0,59.0,98.33333333333331,0,,,,,,,,,,,,,,
17427,CHEMBL3562143,,F,Homo sapiens,59,59,False,0.0,1.0,1.6949152542372878,0,,,,,,,,,,,,,,
17428,CHEMBL3562144,,F,,169,30,False,139.0,30.0,100.0,0,,,,,,,,,,,,,,
17429,CHEMBL3562146,,F,,1788,679,False,1109.0,367.0,54.0500736377025,0,,,,,,,,,,,,,,
17430,CHEMBL3562148,,F,,72,72,False,0.0,36.0,50.0,0,,,,,,,,,,,,,,
17431,CHEMBL3562152,,F,,1797,450,False,1347.0,348.0,77.33333333333333,0,,,,,,,,,,,,,,
17432,CHEMBL3578523,,B,Rattus norvegicus,41,41,False,0.0,41.0,100.0,0,,,,,,,,,,,,,,
17433,CHEMBL3579632,,B,Rattus norvegicus,54,54,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17434,CHEMBL3580014,,A,Cricetinae,51,51,False,0.0,21.0,41.1764705882353,0,,,,,,,,,,,,,,
17435,CHEMBL3580182,,A,Cricetinae,51,51,False,0.0,23.0,45.098039215686285,0,,,,,,,,,,,,,,
17436,CHEMBL3587208,,B,Plasmodium falciparum,49,49,False,0.0,24.0,48.97959183673469,0,,,,,,,,,,,,,,
17437,CHEMBL3587509,,B,Pseudomonas aeruginosa,17,17,False,0.0,16.0,94.11764705882356,0,,,,,,,,,,,,,,
17438,CHEMBL3587510,,B,Enterobacter cloacae,19,19,False,0.0,16.0,84.21052631578948,0,,,,,,,,,,,,,,
17439,CHEMBL3590860,,B,Rattus norvegicus,53,53,False,0.0,53.0,100.0,0,,,,,,,,,,,,,,
17440,CHEMBL3591212,,P,,26,26,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17441,CHEMBL3592363,,A,Homo sapiens,38,38,False,0.0,19.0,50.0,0,,,,,,,,,,,,,,
17442,CHEMBL3595049,,B,Porphyromonas gingivalis,32,32,False,0.0,4.0,12.5,0,,,,,,,,,,,,,,
17443,CHEMBL3595050,,B,Nostoc commune,32,32,False,0.0,1.0,3.125,0,,,,,,,,,,,,,,
17444,CHEMBL3595051,,B,Pseudoalteromonas haloplanktis,32,32,False,0.0,1.0,3.125,0,,,,,,,,,,,,,,
17445,CHEMBL3598469,,B,Gerbillinae,49,49,False,0.0,49.0,100.0,0,,,,,,,,,,,,,,
17446,CHEMBL3599306,,A,Mus musculus,25,25,False,0.0,12.0,48.0,0,,,,,,,,,,,,,,
17447,CHEMBL3606236,,B,Tylonycteris bat coronavirus HKU4,5,5,False,0.0,4.0,80.0,0,,,,,,,,,,,,,,
17448,CHEMBL3607052,,B,Nostoc commune,39,39,False,0.0,37.0,94.87179487179488,0,,,,,,,,,,,,,,
17449,CHEMBL3607053,,B,Pseudoalteromonas haloplanktis,39,39,False,0.0,19.0,48.71794871794872,0,,,,,,,,,,,,,,
17450,CHEMBL3607054,,B,Methanosarcina thermophila,18,18,False,0.0,18.0,100.0,0,,,,,,,,,,,,,,
17451,CHEMBL3608196,,B,Tylonycteris bat coronavirus HKU4,224,224,False,0.0,43.0,19.196428571428573,0,,,,,,,,,,,,,,
17452,CHEMBL3610852,,B,Homo sapiens,21,21,False,0.0,3.0,14.285714285714285,0,,,,,,,,,,,,,,
17453,CHEMBL3614205,,B,Homo sapiens,4,4,False,0.0,2.0,50.0,0,,,,,,,,,,,,,,
17454,CHEMBL3614911,,A,Mus musculus,30,30,False,0.0,10.0,33.333333333333336,0,,,,,,,,,,,,,,
17455,CHEMBL3615031,,P,,33,33,False,0.0,16.0,48.48484848484848,0,,,,,,,,,,,,,,
17456,CHEMBL3615032,,P,,33,33,False,0.0,16.0,48.48484848484848,0,,,,,,,,,,,,,,
17457,CHEMBL3615237,,B,Homo sapiens,42,42,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17458,CHEMBL3615426,,F,Homo sapiens,16,16,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17459,CHEMBL3618926,,B,Streptococcus pneumoniae,34,34,False,0.0,1.0,2.9411764705882355,0,,,,,,,,,,,,,,
17460,CHEMBL3618927,,B,Vibrio cholerae,30,30,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17461,CHEMBL3619063,,B,Sus scrofa,39,39,False,0.0,1.0,2.5641025641025643,0,,,,,,,,,,,,,,
17462,CHEMBL3619369,,A,Cricetinae,33,33,False,0.0,16.0,48.48484848484848,0,,,,,,,,,,,,,,
17463,CHEMBL3619372,,A,Chlorocebus aethiops,35,35,False,0.0,17.0,48.57142857142857,0,,,,,,,,,,,,,,
17464,CHEMBL3619985,,P,,39,39,False,0.0,7.0,17.94871794871795,0,,,,,,,,,,,,,,
17465,CHEMBL3619986,,P,,39,39,False,0.0,1.0,2.5641025641025643,0,,,,,,,,,,,,,,
17466,CHEMBL3620908,,A,Cricetinae,28,28,False,0.0,7.0,25.0,0,,,,,,,,,,,,,,
17467,CHEMBL3624754,,B,Staphylococcus aureus,38,38,False,0.0,19.0,50.0,0,,,,,,,,,,,,,,
17468,CHEMBL3626937,,P,,33,33,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17469,CHEMBL3626938,,A,Mesocricetus auratus,33,33,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17470,CHEMBL3626939,,A,Mus musculus,33,33,False,0.0,16.0,48.48484848484848,0,,,,,,,,,,,,,,
17471,CHEMBL3627409,,B,Staphylococcus aureus,33,33,False,0.0,16.0,48.48484848484848,0,,,,,,,,,,,,,,
17472,CHEMBL3630155,,P,,59,59,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17473,CHEMBL3630621,,B,Homo sapiens,42,42,False,0.0,18.0,42.85714285714285,0,,,,,,,,,,,,,,
17474,CHEMBL3635258,,P,,36,36,False,0.0,7.0,19.444444444444443,0,,,,,,,,,,,,,,
17475,CHEMBL3636664,,A,Homo sapiens,45,45,False,0.0,11.0,24.444444444444446,0,,,,,,,,,,,,,,
17476,CHEMBL3636933,,B,Streptococcus pneumoniae,41,41,False,0.0,38.0,92.6829268292683,0,,,,,,,,,,,,,,
17477,CHEMBL3636936,,B,Haemophilus influenzae,40,40,False,0.0,20.0,50.0,0,,,,,,,,,,,,,,
17478,CHEMBL3636940,,P,,38,38,False,0.0,19.0,50.0,0,,,,,,,,,,,,,,
17479,CHEMBL3721115,,B,Homo sapiens,262,262,False,0.0,247.0,94.27480916030537,0,,,,,,,,,,,,,,
17480,CHEMBL3734123,,A,Mus musculus,54,54,False,0.0,20.0,37.03703703703704,0,,,,,,,,,,,,,,
17481,CHEMBL3736928,,B,Saccharomyces cerevisiae,25,25,False,0.0,12.0,48.0,0,,,,,,,,,,,,,,
17482,CHEMBL3737173,,B,Chionodraco hamatus,35,35,False,0.0,17.0,48.57142857142857,0,,,,,,,,,,,,,,
17483,CHEMBL3737395,,P,,47,47,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17484,CHEMBL3738049,,A,Bos taurus,70,70,False,0.0,14.0,20.0,0,,,,,,,,,,,,,,
17485,CHEMBL3738050,,A,Cricetinae,70,70,False,0.0,14.0,20.0,0,,,,,,,,,,,,,,
17486,CHEMBL3738051,,A,Chlorocebus aethiops,68,68,False,0.0,20.0,29.411764705882355,0,,,,,,,,,,,,,,
17487,CHEMBL3743800,,A,Homo sapiens,46,46,False,0.0,13.0,28.26086956521739,0,,,,,,,,,,,,,,
17488,CHEMBL3743802,,A,Homo sapiens,47,47,False,0.0,47.0,100.0,0,,,,,,,,,,,,,,
17489,CHEMBL3744391,,P,,34,34,False,0.0,17.0,50.0,0,,,,,,,,,,,,,,
17490,CHEMBL3744881,,B,West Nile virus,85,85,False,0.0,39.0,45.88235294117647,0,,,,,,,,,,,,,,
17491,CHEMBL3744882,,B,West Nile virus,46,46,False,0.0,45.0,97.82608695652172,0,,,,,,,,,,,,,,
17492,CHEMBL3744883,,B,Dengue virus 2,80,80,False,0.0,80.0,100.0,0,,,,,,,,,,,,,,
17493,CHEMBL3745224,,A,Mus musculus,44,44,False,0.0,22.0,50.0,0,,,,,,,,,,,,,,
17494,CHEMBL3750045,,B,Colwellia psychrerythraea,34,34,False,0.0,2.0,5.882352941176472,0,,,,,,,,,,,,,,
17495,CHEMBL3755394,,B,Ovis aries,19,19,False,0.0,4.0,21.05263157894737,0,,,,,,,,,,,,,,
17496,CHEMBL3755396,,B,Ovis aries,8,8,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17497,CHEMBL3755876,,A,Homo sapiens,40,40,False,0.0,7.0,17.5,0,,,,,,,,,,,,,,
17498,CHEMBL3760252,,B,Mus musculus,42,42,False,0.0,42.0,100.0,0,,,,,,,,,,,,,,
17499,CHEMBL3760464,,B,Vibrio cholerae,40,40,False,0.0,20.0,50.0,0,,,,,,,,,,,,,,
17500,CHEMBL3761240,,B,Vibrio cholerae,40,40,False,0.0,36.0,90.0,0,,,,,,,,,,,,,,
17501,CHEMBL3761326,,B,,32,32,False,0.0,2.0,6.25,0,,,,,,,,,,,,,,
17502,CHEMBL3761738,,A,Homo sapiens,31,31,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17503,CHEMBL3767075,,B,Vibrio cholerae,31,31,False,0.0,2.0,6.451612903225807,0,,,,,,,,,,,,,,
17504,CHEMBL3767076,,B,Vibrio cholerae,32,32,False,0.0,1.0,3.125,0,,,,,,,,,,,,,,
17505,CHEMBL3767549,,B,Porphyromonas gingivalis,40,40,False,0.0,38.0,95.0,0,,,,,,,,,,,,,,
17506,CHEMBL3767550,,B,Nostoc commune,40,40,False,0.0,38.0,95.0,0,,,,,,,,,,,,,,
17507,CHEMBL3767551,,B,Pseudoalteromonas haloplanktis,40,40,False,0.0,20.0,50.0,0,,,,,,,,,,,,,,
17508,CHEMBL3767552,,B,Colwellia psychrerythraea,40,40,False,0.0,40.0,100.0,0,,,,,,,,,,,,,,
17509,CHEMBL3768121,,B,SARS coronavirus,34,34,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17510,CHEMBL3768360,,P,,64,64,False,0.0,32.0,50.0,0,,,,,,,,,,,,,,
17511,CHEMBL3768765,,P,,21,21,False,0.0,9.0,42.85714285714285,0,,,,,,,,,,,,,,
17512,CHEMBL3768974,,B,Plasmodium falciparum,43,43,False,0.0,21.0,48.83720930232558,0,,,,,,,,,,,,,,
17513,CHEMBL3768976,,B,Plasmodium falciparum,43,43,False,0.0,41.0,95.34883720930232,0,,,,,,,,,,,,,,
17514,CHEMBL3771719,,A,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,0,,,,,,,,,,,,,,
17515,CHEMBL3772461,,B,influenza A virus,62,62,False,0.0,31.0,50.0,0,,,,,,,,,,,,,,
17516,CHEMBL3772464,,B,influenza A virus,15,15,False,0.0,7.0,46.66666666666666,0,,,,,,,,,,,,,,
17517,CHEMBL3772471,,B,Bos taurus,60,60,False,0.0,60.0,100.0,0,,,,,,,,,,,,,,
17518,CHEMBL3773196,,A,Homo sapiens,51,51,False,0.0,25.0,49.01960784313725,0,,,,,,,,,,,,,,
17519,CHEMBL3774079,,A,Homo sapiens,34,34,False,0.0,17.0,50.0,0,,,,,,,,,,,,,,
17520,CHEMBL3774082,,A,Homo sapiens,34,34,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17521,CHEMBL3779078,,B,Human herpesvirus 4,43,43,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17522,CHEMBL3779079,,B,Human herpesvirus 4,43,43,False,0.0,14.0,32.55813953488372,0,,,,,,,,,,,,,,
17523,CHEMBL3779080,,B,Human herpesvirus 4,43,43,False,0.0,21.0,48.83720930232558,0,,,,,,,,,,,,,,
17524,CHEMBL3779081,,B,Human herpesvirus 4,43,43,False,0.0,0.0,0.0,0,,,,,,,,,,,,,,
17525,CHEMBL3782911,,B,Vibrio cholerae,40,40,False,0.0,20.0,50.0,0,,,,,,,,,,,,,,
17526,CHEMBL3782912,,B,Enterobacter sp.,40,40,False,0.0,39.0,97.5,0,,,,,,,,,,,,,,
17527,CHEMBL3783901,,A,Mus musculus,44,44,False,0.0,13.0,29.54545454545455,0,,,,,,,,,,,,,,
17528,CHEMBL3788412,,B,Homo sapiens,66,66,False,0.0,66.0,100.0,0,,,,,,,,,,,,,,
17529,CHEMBL3789760,,B,Vibrio cholerae,40,40,False,0.0,40.0,100.0,0,,,,,,,,,,,,,,
17530,CHEMBL3790033,,A,Mus musculus,50,50,False,0.0,24.0,48.0,0,,,,,,,,,,,,,,
17531,CHEMBL3794902,,A,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,0,,,,,,,,,,,,,,
17532,CHEMBL3795204,,B,Homo sapiens,62,62,False,0.0,31.0,50.0,0,,,,,,,,,,,,,,
17533,CHEMBL3795419,,A,Homo sapiens,34,34,False,0.0,17.0,50.0,0,,,,,,,,,,,,,,
17534,CHEMBL3796111,,A,Homo sapiens,36,36,False,0.0,1.0,2.7777777777777777,0,,,,,,,,,,,,,,
