chembl_id,target_id,confidence,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
CHEMBL3420867,55,9,"('1.13.11.-', '1.13.11.34')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('unknown EC number', 'Arachidonate 5-lipoxygenase')",False,True,True,True
CHEMBL3420871,109592,9,,,,,,,,,,,,,
CHEMBL3420874,11134,9,"('1.13.11.-', '1.13.11.31', '1.13.11.33', '3.3.2.-')",EC_NUMBER,enzyme,Enzyme,"('1', '1', '1', '3')","('oxidoreductase', 'oxidoreductase', 'oxidoreductase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('unknown EC number', 'Arachidonate 12-lipoxygenase', 'Arachidonate 15-lipoxygenase', 'unknown EC number')",False,True,False,True
CHEMBL3423529,11291,9,"('3.1.1.-', '3.5.1.99')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('unknown EC number', 'Fatty acid amide hydrolase')",False,True,True,True
CHEMBL3423653,165,9,,,,,,,,,,,,,
CHEMBL3423870,11279,9,,,,,,,,,,,,,
CHEMBL3424026,101263,9,,,,,,,,,,,,,
CHEMBL3424102,193,9,3.4.21.22,EC_NUMBER,enzyme  protease  serine  pas  s1a,Serine protease S1A subfamily,3,hydrolase,protease_serine,protease,Coagulation factor IXa,True,True,True,True
CHEMBL3424787,100874,9,"('2.3.1.-', '2.3.1.48', '2.3.1.-', '2.3.1.48')",EC_NUMBER,"('epigenetic regulator  writer  hat  p300 cbp', 'epigenetic regulator  writer  hat  p300 cbp', 'epigenetic regulator  reader  brd', 'epigenetic regulator  reader  brd')","('p300/CBP family', 'p300/CBP family', 'Bromodomain', 'Bromodomain')",2,transferase,epigenetic_regulator,epigenetic,"('unknown EC number', 'Histone acetyltransferase', 'unknown EC number', 'Histone acetyltransferase')",False,False,True,True
CHEMBL3424809,12167,9,,,,,,,,,,,,,
CHEMBL3424817,17045,9,"('1.14.14.1', '1.14.14.55', '1.14.14.56', '1.14.14.73')",EC_NUMBER,enzyme  cytochrome p450  cyp_3  cyp_3a  cyp_3a4,Cytochrome P450 3A4,1,oxidoreductase,cytochrome_p450,cytochrome,"('Unspecific monooxygenase', 'Quinine 3-monooxygenase', '1,8-cineole 2-exo-monooxygenase', 'Albendazole monooxygenase (sufoxide-forming)')",False,True,True,True
CHEMBL3425138,109606,9,"('2.7.1.105', '3.1.3.46')",EC_NUMBER,enzyme,Enzyme,"('2', '3')","('transferase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('6-phosphofructo-2-kinase', 'Fructose-2,6-bisphosphate 2-phosphatase')",False,True,False,True
CHEMBL3425139,109607,9,"('2.7.1.105', '3.1.3.46')",EC_NUMBER,enzyme,Enzyme,"('2', '3')","('transferase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('6-phosphofructo-2-kinase', 'Fructose-2,6-bisphosphate 2-phosphatase')",False,True,False,True
CHEMBL3425140,105649,9,"('2.7.1.105', '3.1.3.46')",EC_NUMBER,enzyme,Enzyme,"('2', '3')","('transferase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('6-phosphofructo-2-kinase', 'Fructose-2,6-bisphosphate 2-phosphatase')",False,True,False,True
CHEMBL3427922,11213,9,,,,,,,,,,,,,
CHEMBL3427924,103060,9,,,,,,,,,,,,,
CHEMBL3428295,30023,9,"('2.7.10.2', '2.7.11.1')",EC_NUMBER,enzyme  kinase  protein kinase  tk  ack,Tyrosine protein kinase Ack family,2,transferase,kinase_tk,kinase,"('Non-specific protein-tyrosine kinase', 'Non-specific serine/threonine protein kinase')",False,True,True,True
CHEMBL3428359,100622,9,"('2.4.99.20', '3.2.2.6')",EC_NUMBER,enzyme,Enzyme,"('2', '3')","('transferase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"(""2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase"", 'ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase')",False,True,False,True
CHEMBL3428449,165,9,,,,,,,,,,,,,
CHEMBL3428450,165,9,,,,,,,,,,,,,
CHEMBL3428916,109612,9,3.1.1.3,EC_NUMBER,unclassified,Unclassified protein,3,hydrolase,unclassified,unclassified,Triacylglycerol lipase,True,True,True,True
CHEMBL3428943,101328,9,,,,,,,,,,,,,
CHEMBL3436040,109669,9,,,,,,,,,,,,,
CHEMBL3530851,100611,9,"('1.14.14.-', '1.14.14.73', '1.14.14.74', '5.4.4.7')",EC_NUMBER,enzyme,Enzyme,"('1', '1', '1', '5')","('oxidoreductase', 'oxidoreductase', 'oxidoreductase', 'isomerase')",undefined enzyme/protein,undefined enzyme/protein,"('unknown EC number', 'Albendazole monooxygenase (sufoxide-forming)', 'Albendazole monooxygenase (hydroxylating)', 'Hydroperoxy icosatetraenoate isomerase')",False,True,False,True
CHEMBL3531531,11912,9,,,,,,,,,,,,,
CHEMBL3531532,11912,9,,,,,,,,,,,,,
CHEMBL3531873,11912,9,,,,,,,,,,,,,
CHEMBL3531874,105143,9,,,,,,,,,,,,,
CHEMBL3531878,11912,9,,,,,,,,,,,,,
CHEMBL3531879,11912,9,,,,,,,,,,,,,
CHEMBL3531880,11912,9,,,,,,,,,,,,,
CHEMBL3562150,100627,9,"('3.1.3.2', '3.1.3.48')",EC_NUMBER,enzyme  phosphatase  protein phosphatase  tyr,Tyrosine protein phosphatase,3,hydrolase,phosphatase_tyr,phosphatase,"('Acid phosphatase', 'Protein-tyrosine-phosphatase')",False,True,True,True
CHEMBL3579631,10667,9,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
CHEMBL3579633,17018,9,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
CHEMBL3580143,10323,9,3.4.17.20,EC_NUMBER,enzyme  protease  metallo  mc  m14a,Metallo protease M14A subfamily,3,hydrolase,protease_metallo,protease,Carboxypeptidase U,True,True,True,True
CHEMBL3583195,106649,9,,,,,,,,,,,,,
CHEMBL3583383,165,9,,,,,,,,,,,,,
CHEMBL3583832,76,9,1.14.15.4,EC_NUMBER,enzyme  cytochrome p450  cyp_11  cyp_11b  cyp_11b1,Cytochrome P450 11B1,1,oxidoreductase,cytochrome_p450,cytochrome,Steroid 11-beta-monooxygenase,True,True,True,True
CHEMBL3583864,10141,9,1.1.1.27,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,L-lactate dehydrogenase,True,True,True,True
CHEMBL3584718,12967,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  camk  camkl  chk1,CAMK protein kinase CHK1 subfamily,2,transferase,kinase_camk,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3585162,62,9,5.6.2.1,EC_NUMBER,enzyme  isomerase,Isomerase,5,isomerase,isomerase,isomerase,DNA topoisomerase,True,True,True,True
CHEMBL3585197,10811,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  dmpk  rock,AGC protein kinase ROCK subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3585198,11969,9,2.7.11.11,EC_NUMBER,enzyme  kinase  protein kinase  agc  pka,AGC protein kinase PKA family,2,transferase,kinase_agc,kinase,cAMP-dependent protein kinase,True,True,True,True
CHEMBL3587157,105188,9,3.6.1.-,EC_NUMBER,epigenetic regulator  reader  brd,Bromodomain,3,hydrolase,epigenetic_regulator,epigenetic,unknown EC number,True,True,True,True
CHEMBL3587158,103454,9,,,,,,,,,,,,,
CHEMBL3587585,62,9,5.6.2.1,EC_NUMBER,enzyme  isomerase,Isomerase,5,isomerase,isomerase,isomerase,DNA topoisomerase,True,True,True,True
CHEMBL3587587,63,9,5.6.2.2,EC_NUMBER,enzyme  isomerase,Isomerase,5,isomerase,isomerase,isomerase,DNA topoisomerase (ATP-hydrolyzing),True,True,True,True
CHEMBL3588435,142,9,,,,,,,,,,,,,
CHEMBL3588472,12239,9,1.4.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Monoamine oxidase,True,True,True,True
CHEMBL3588474,17018,9,3.1.1.7,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Acetylcholinesterase,True,True,True,True
CHEMBL3588476,101542,9,3.1.1.8,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Cholinesterase,True,True,True,True
CHEMBL3588678,12697,9,3.5.1.98,EC_NUMBER,epigenetic regulator  eraser  hdac  hdac class i,HDAC class I,3,hydrolase,epigenetic_regulator,epigenetic,Histone deacetylase,True,True,True,True
CHEMBL3588680,10869,9,3.5.1.98,EC_NUMBER,epigenetic regulator  eraser  hdac  hdac class i,HDAC class I,3,hydrolase,epigenetic_regulator,epigenetic,Histone deacetylase,True,True,True,True
CHEMBL3591306,19,9,,,,,,,,,,,,,
CHEMBL3591308,174,9,,,,,,,,,,,,,
CHEMBL3591558,11269,9,,,,,,,,,,,,,
CHEMBL3591559,11269,9,,,,,,,,,,,,,
CHEMBL3591560,20113,9,,,,,,,,,,,,,
CHEMBL3591561,20113,9,,,,,,,,,,,,,
CHEMBL3591894,102783,9,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3592701,101589,9,,,,,,,,,,,,,
CHEMBL3595150,109832,9,,,,,,,,,,,,,
CHEMBL3595275,102783,9,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3598548,12795,9,3.3.1.1,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,Adenosylhomocysteinase,True,True,True,True
CHEMBL3598603,11902,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  trk,Tyrosine protein kinase Trk family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3599352,133,9,,,,,,,,,,,,,
CHEMBL3599353,12227,9,,,,,,,,,,,,,
CHEMBL3599705,101271,9,,,,,,,,,,,,,
CHEMBL3599708,101132,9,,,,,,,,,,,,,
CHEMBL3602714,10009,9,,,,,,,,,,,,,
CHEMBL3603389,11940,9,2.7.1.67,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,1-phosphatidylinositol 4-kinase,True,True,True,True
CHEMBL3603390,11941,9,2.7.1.67,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,1-phosphatidylinositol 4-kinase,True,True,True,True
CHEMBL3603393,11939,9,"('2.7.11.1', '2.7.1.153')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('Non-specific serine/threonine protein kinase', 'Phosphatidylinositol-4,5-bisphosphate 3-kinase')",False,True,True,True
CHEMBL3606125,11261,9,,,,,,,,,,,,,
CHEMBL3606169,104483,9,1.1.1.42,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Isocitrate dehydrogenase (NADP(+)),True,True,True,True
CHEMBL3606403,9,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  egfr,Tyrosine protein kinase EGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3606528,101277,9,"('1.11.1.-', '2.5.1.18', '5.3.99.3')",EC_NUMBER,enzyme  isomerase,Isomerase,"('1', '2', '5')","('oxidoreductase', 'transferase', 'isomerase')",isomerase,isomerase,"('unknown EC number', 'Glutathione transferase', 'Prostaglandin-E synthase')",False,True,False,True
CHEMBL3607347,100933,9,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3607541,165,9,,,,,,,,,,,,,
CHEMBL3607749,100622,9,"('2.4.99.20', '3.2.2.6')",EC_NUMBER,enzyme,Enzyme,"('2', '3')","('transferase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"(""2'-phospho-ADP-ribosyl cyclase/2'-phospho-cyclic-ADP-ribose transferase"", 'ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase')",False,True,False,True
CHEMBL3607766,108393,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc,AGC protein kinase group,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3610011,103982,9,,,,,,,,,,,,,
CHEMBL3614582,101213,9,1.4.3.3,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,D-amino-acid oxidase,True,True,True,True
CHEMBL3614599,104,9,1.4.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Monoamine oxidase,True,True,True,True
CHEMBL3614606,11180,9,,,,,,,,,,,,,
CHEMBL3614854,9,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  egfr,Tyrosine protein kinase EGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3614855,9,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  egfr,Tyrosine protein kinase EGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3615230,11398,9,"('7.6.2.1', '7.6.2.2')",EC_NUMBER,transporter  ntpase  atp binding cassette  mdr,ABCB subfamily,7,translocase,transporter_ntpase,transporter,"('P-type phospholipid transporter', 'ABC-type xenobiotic transporter')",False,True,True,True
CHEMBL3615233,114,9,,,,,,,,,,,,,
CHEMBL3615234,114,9,,,,,,,,,,,,,
CHEMBL3615799,101130,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  mlk  hh498,TKL protein kinase HH498 subfamily,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3618962,109874,9,2.6.1.42,EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,Branched-chain-amino-acid transaminase,True,True,True,True
CHEMBL3619485,100144,9,3.1.-.-,EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,unknown EC number,True,True,True,True
CHEMBL3620564,11140,9,3.4.14.5,EC_NUMBER,enzyme  protease  serine  sc  s9b,Serine protease S9B subfamily,3,hydrolase,protease_serine,protease,Dipeptidyl-peptidase IV,True,True,True,True
CHEMBL3620961,12476,9,,,,,,,,,,,,,
CHEMBL3620962,12476,9,,,,,,,,,,,,,
CHEMBL3624059,12861,9,3.4.24.82,EC_NUMBER,enzyme  protease  metallo  mam  m12b,Metallo protease M12B subfamily,3,hydrolase,protease_metallo,protease,ADAMTS-4 endopeptidase,True,True,True,True
CHEMBL3625109,13001,9,3.4.24.24,EC_NUMBER,enzyme  protease  metallo  mam  m10a,Metallo protease M10A subfamily,3,hydrolase,protease_metallo,protease,Gelatinase A,True,True,True,True
CHEMBL3625533,105434,9,1.3.1.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,"Enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)",True,True,True,True
CHEMBL3626399,100010,9,"('3.1.4.17', '3.1.4.35')",EC_NUMBER,enzyme  phosphodiesterase  pde_10  pde_10a,Phosphodiesterase 10A,3,hydrolase,phosphodiesterase_pde_10,phosphodiesterase,"(""3',5'-cyclic-nucleotide phosphodiesterase"", ""3',5'-cyclic-GMP phosphodiesterase"")",False,True,True,True
CHEMBL3630623,105135,9,,,,,,,,,,,,,
CHEMBL3631084,13061,9,3.1.3.48,EC_NUMBER,enzyme  phosphatase  protein phosphatase  tyr,Tyrosine protein phosphatase,3,hydrolase,phosphatase_tyr,phosphatase,Protein-tyrosine-phosphatase,True,True,True,True
CHEMBL3631103,11472,9,,,,,,,,,,,,,
CHEMBL3631163,100304,9,,,,,,,,,,,,,
CHEMBL3631169,11279,9,,,,,,,,,,,,,
CHEMBL3631241,13053,9,"('1.1.1.239', '1.1.1.62')",EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,"('3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))', '17-beta-estradiol 17-dehydrogenase')",False,True,True,True
CHEMBL3635103,11279,9,,,,,,,,,,,,,
CHEMBL3635104,11054,9,,,,,,,,,,,,,
CHEMBL3635921,104483,9,1.1.1.42,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Isocitrate dehydrogenase (NADP(+)),True,True,True,True
CHEMBL3635922,104483,9,1.1.1.42,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Isocitrate dehydrogenase (NADP(+)),True,True,True,True
CHEMBL3636058,10980,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3636798,11280,9,,,,,,,,,,,,,
CHEMBL3636799,11280,9,,,,,,,,,,,,,
CHEMBL3636934,105221,9,6.5.1.2,EC_NUMBER,enzyme  ligase,Ligase,6,ligase,ligase,ligase,DNA ligase (NAD(+)),True,True,True,True
CHEMBL3705044,12252,9,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3705050,12252,9,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3705051,101425,9,"('2.7.7.48', '3.4.21.98', '3.4.22.-', '3.6.1.15', '3.6.4.13')",EC_NUMBER,enzyme,Enzyme,"('2', '3', '3', '3', '3')","('transferase', 'hydrolase', 'hydrolase', 'hydrolase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('RNA-directed RNA polymerase', 'Hepacivirin', 'unknown EC number', 'Nucleoside-triphosphate phosphatase', 'RNA helicase')",False,True,False,True
CHEMBL3705060,12697,9,3.5.1.98,EC_NUMBER,epigenetic regulator  eraser  hdac  hdac class i,HDAC class I,3,hydrolase,epigenetic_regulator,epigenetic,Histone deacetylase,True,True,True,True
CHEMBL3705094,11280,9,,,,,,,,,,,,,
CHEMBL3705149,11037,9,1.14.13.39,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,Nitric-oxide synthase (NADPH),True,True,True,True
CHEMBL3705177,10009,9,,,,,,,,,,,,,
CHEMBL3705193,103772,9,,,,,,,,,,,,,
CHEMBL3705203,100104,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  tkl  mlk  ilk,TKL protein kinase ILK subfamily,2,transferase,kinase_tkl,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3705233,11489,9,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL3705264,30023,9,"('2.7.10.2', '2.7.11.1')",EC_NUMBER,enzyme  kinase  protein kinase  tk  ack,Tyrosine protein kinase Ack family,2,transferase,kinase_tk,kinase,"('Non-specific protein-tyrosine kinase', 'Non-specific serine/threonine protein kinase')",False,True,True,True
CHEMBL3705282,102443,9,"('3.1.4.17', '3.1.4.35')",EC_NUMBER,enzyme  phosphodiesterase  pde_10  pde_10a,Phosphodiesterase 10A,3,hydrolase,phosphodiesterase_pde_10,phosphodiesterase,"(""3',5'-cyclic-nucleotide phosphodiesterase"", ""3',5'-cyclic-GMP phosphodiesterase"")",False,True,True,True
CHEMBL3705291,11489,9,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL3705293,11214,9,"('3.1.1.23', '3.1.1.79')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('Acylglycerol lipase', 'Hormone-sensitive lipase')",False,True,True,True
CHEMBL3705304,11214,9,"('3.1.1.23', '3.1.1.79')",EC_NUMBER,enzyme  hydrolase,Hydrolase,3,hydrolase,hydrolase,hydrolase,"('Acylglycerol lipase', 'Hormone-sensitive lipase')",False,True,True,True
CHEMBL3705306,11242,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  fak,Tyrosine protein kinase Fak family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL3705312,12252,9,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3705333,10608,9,6.4.1.2,EC_NUMBER,enzyme  ligase,Ligase,6,ligase,ligase,ligase,Acetyl-CoA carboxylase,True,True,True,True
CHEMBL3705337,10009,9,,,,,,,,,,,,,
CHEMBL3705338,10009,9,,,,,,,,,,,,,
CHEMBL3705356,12666,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  akt,AGC protein kinase AKT family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3705358,103688,9,1.1.1.141,EC_NUMBER,enzyme,Enzyme,1,oxidoreductase,undefined enzyme/protein,undefined enzyme/protein,15-hydroxyprostaglandin dehydrogenase (NAD(+)),True,True,True,True
CHEMBL3705359,12697,9,3.5.1.98,EC_NUMBER,epigenetic regulator  eraser  hdac  hdac class i,HDAC class I,3,hydrolase,epigenetic_regulator,epigenetic,Histone deacetylase,True,True,True,True
CHEMBL3705362,10906,9,2.7.10.2,EC_NUMBER,enzyme  kinase  protein kinase  tk  syk,Tyrosine protein kinase Syk family,2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,True,True,True
CHEMBL3705410,11926,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  fgfr,Tyrosine protein kinase FGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3705420,10980,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3705445,11832,9,"('2.4.2.-', '2.4.2.30')",EC_NUMBER,enzyme  transferase,Transferase,2,transferase,transferase,transferase,"('unknown EC number', 'NAD(+) ADP-ribosyltransferase')",False,True,True,True
CHEMBL3705472,6,9,1.5.1.3,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Dihydrofolate reductase,True,True,True,True
CHEMBL3705510,12666,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  akt,AGC protein kinase AKT family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3705513,10980,9,2.7.10.1,EC_NUMBER,enzyme  kinase  protein kinase  tk  vegfr,Tyrosine protein kinase VEGFR family,2,transferase,kinase_tk,kinase,Receptor protein-tyrosine kinase,True,True,True,True
CHEMBL3705585,10695,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  akt,AGC protein kinase AKT family,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3705628,12476,9,,,,,,,,,,,,,
CHEMBL3705637,11149,9,2.7.11.1,EC_NUMBER,enzyme  kinase  protein kinase  agc  dmpk  rock,AGC protein kinase ROCK subfamily,2,transferase,kinase_agc,kinase,Non-specific serine/threonine protein kinase,True,True,True,True
CHEMBL3705640,10849,9,2.7.10.2,EC_NUMBER,"('enzyme  kinase  protein kinase  tk  jaka', 'enzyme  kinase  protein kinase  tk  jakb')","('Tyrosine protein kinase JakA family', 'Tyrosine protein kinase JakB family')",2,transferase,kinase_tk,kinase,Non-specific protein-tyrosine kinase,True,False,True,True
CHEMBL3705666,12252,9,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3705667,165,9,,,,,,,,,,,,,
CHEMBL3705668,12252,9,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3705689,86,9,1.4.3.4,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,Monoamine oxidase,True,True,True,True
CHEMBL3705690,102439,9,1.14.99.66,EC_NUMBER,epigenetic regulator  eraser  kdm  lsd,Lysine-specific demethylase,1,oxidoreductase,epigenetic_regulator,epigenetic,"[Histone-H3]-N(6),N(6)-dimethyl-L-lysine(4) FAD-dependent demethylase",True,True,True,True
CHEMBL3705713,20073,9,1.14.13.-,EC_NUMBER,enzyme  cytochrome p450  cyp_2  cyp_2a  cyp_2a6,Cytochrome P450 2A6,1,oxidoreductase,cytochrome_p450,cytochrome,unknown EC number,True,True,True,True
CHEMBL3705746,10773,9,,,,,,,,,,,,,
CHEMBL3705773,101224,9,,,,,,,,,,,,,
CHEMBL3705784,12697,9,3.5.1.98,EC_NUMBER,epigenetic regulator  eraser  hdac  hdac class i,HDAC class I,3,hydrolase,epigenetic_regulator,epigenetic,Histone deacetylase,True,True,True,True
CHEMBL3705805,12252,9,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3705823,12968,9,,,,,,,,,,,,,
CHEMBL3705827,11489,9,1.1.1.146,EC_NUMBER,enzyme  reductase,Oxidoreductase,1,oxidoreductase,reductase,reductase,11-beta-hydroxysteroid dehydrogenase,True,True,True,True
CHEMBL3705844,103430,9,"('2.7.11.1', '3.1.26.-')",EC_NUMBER,enzyme,Enzyme,"('2', '3')","('transferase', 'hydrolase')",undefined enzyme/protein,undefined enzyme/protein,"('Non-specific serine/threonine protein kinase', 'unknown EC number')",False,True,False,True
CHEMBL3705858,10608,9,6.4.1.2,EC_NUMBER,enzyme  ligase,Ligase,6,ligase,ligase,ligase,Acetyl-CoA carboxylase,True,True,True,True
CHEMBL3705870,10588,9,,,,,,,,,,,,,
CHEMBL3705877,11307,9,"('3.5.1.-', '3.5.1.98')",EC_NUMBER,epigenetic regulator  eraser  hdac  hdac class iib,HDAC class IIb,3,hydrolase,epigenetic_regulator,epigenetic,"('unknown EC number', 'Histone deacetylase')",False,True,True,True
CHEMBL3705920,12252,9,3.4.23.46,EC_NUMBER,enzyme  protease  aspartic  aa  a1a,Aspartic protease A1A subfamily,3,hydrolase,protease_aspartic,protease,Memapsin 2,True,True,True,True
CHEMBL3705927,10608,9,6.4.1.2,EC_NUMBER,enzyme  ligase,Ligase,6,ligase,ligase,ligase,Acetyl-CoA carboxylase,True,True,True,True
