chembl_id,target_id,assay_type,assay_organism,raw_size,cleaned_size,cleaning_failed,cleaning_size_delta,num_pos,percentage_pos,confidence,tid,component_synonym,type_synonym,protein_class_desc,pref_name,EC_super_class,EC_super_class_name,protein_family,protein_super_family,EC_name,reliable_target_EC,reliable_target_protein_desc,reliable_target_EC_super,reliable_target_protein_super
CHEMBL3792266,,A,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3794879,,F,Rattus norvegicus,35,35,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3794901,,F,Hepatitis C virus JFH-1,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3794968,,F,Hepatitis C virus subtype 1b,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3795205,,F,Human immunodeficiency virus 1,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3795206,,A,Homo sapiens,39,39,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3795246,,F,Setaria cervi,21,21,False,0.0,21.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3795420,,F,Homo sapiens,34,34,False,0.0,17.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3795421,,F,Homo sapiens,34,34,False,0.0,34.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3795422,,F,Homo sapiens,34,34,False,0.0,34.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3796107,,F,Hepatitis C virus,2,2,False,0.0,2.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3796108,,A,Homo sapiens,36,36,False,0.0,2.0,5.5555555555555545,1,,,,,,,,,,,,,,
CHEMBL3796109,,A,Homo sapiens,36,36,False,0.0,4.0,11.111111111111107,1,,,,,,,,,,,,,,
CHEMBL3796110,,A,Chlorocebus aethiops,36,36,False,0.0,2.0,5.5555555555555545,1,,,,,,,,,,,,,,
CHEMBL3796194,,F,Mycobacterium tuberculosis H37Rv,4,4,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3796196,,F,Mycobacterium tuberculosis H37Rv,39,39,False,0.0,1.0,2.5641025641025643,1,,,,,,,,,,,,,,
CHEMBL3796197,,F,Mycobacterium tuberculosis,39,39,False,0.0,1.0,2.5641025641025643,1,,,,,,,,,,,,,,
CHEMBL3796198,,F,Mycobacterium tuberculosis,39,39,False,0.0,1.0,2.5641025641025643,1,,,,,,,,,,,,,,
CHEMBL3796292,,F,Mycobacterium tuberculosis H37Rv,21,21,False,0.0,16.0,76.19047619047619,1,,,,,,,,,,,,,,
CHEMBL3796569,,F,Rattus norvegicus,25,25,False,0.0,3.0,12.0,1,,,,,,,,,,,,,,
CHEMBL3796570,,F,Rattus norvegicus,25,25,False,0.0,1.0,4.0,1,,,,,,,,,,,,,,
CHEMBL3796571,,F,Rattus norvegicus,25,25,False,0.0,8.0,32.0,1,,,,,,,,,,,,,,
CHEMBL3796636,,F,Chlamydia trachomatis,51,51,False,0.0,7.0,13.725490196078429,1,,,,,,,,,,,,,,
CHEMBL3796637,,A,Homo sapiens,51,51,False,0.0,22.0,43.1372549019608,1,,,,,,,,,,,,,,
CHEMBL3796786,,F,Candida albicans,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3796787,,F,Cryptococcus neoformans,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3796788,,F,Sporothrix schenckii,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3796789,,F,Trichophyton mentagrophytes,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3796790,,F,Candida parapsilosis,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3796791,,F,Trichomonas vaginalis,37,37,False,0.0,3.0,8.108108108108109,1,,,,,,,,,,,,,,
CHEMBL3796792,,F,Trichomonas vaginalis,37,37,False,0.0,2.0,5.405405405405406,1,,,,,,,,,,,,,,
CHEMBL3796810,,F,Trypanosoma cruzi,39,39,False,0.0,19.0,48.71794871794872,1,,,,,,,,,,,,,,
CHEMBL3796811,,A,Mus musculus,39,39,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3796812,,F,Trypanosoma cruzi,15,15,False,0.0,7.0,46.66666666666666,1,,,,,,,,,,,,,,
CHEMBL3796819,,F,Trichomonas vaginalis,31,31,False,0.0,3.0,9.677419354838712,1,,,,,,,,,,,,,,
CHEMBL3796820,,A,Chlorocebus aethiops,7,7,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3800920,,F,Plasmodium falciparum 3D7,56,56,False,0.0,54.0,96.42857142857144,1,,,,,,,,,,,,,,
CHEMBL3800921,,F,Plasmodium falciparum 3D7,56,56,False,0.0,52.0,92.85714285714286,1,,,,,,,,,,,,,,
CHEMBL3800922,,A,Homo sapiens,56,56,False,0.0,28.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3800936,,F,Human immunodeficiency virus 1,32,32,False,0.0,16.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3801128,,F,Homo sapiens,31,31,False,0.0,15.0,48.38709677419354,1,,,,,,,,,,,,,,
CHEMBL3801129,,F,Homo sapiens,31,31,False,0.0,15.0,48.38709677419354,1,,,,,,,,,,,,,,
CHEMBL3801130,,F,Homo sapiens,31,31,False,0.0,13.0,41.935483870967744,1,,,,,,,,,,,,,,
CHEMBL3801131,,F,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3801375,,A,Homo sapiens,34,34,False,0.0,17.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3801592,,F,Mycobacterium tuberculosis,49,49,False,0.0,37.0,75.51020408163265,1,,,,,,,,,,,,,,
CHEMBL3801593,,F,Mycobacterium avium,48,48,False,0.0,24.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3801594,,F,Mycobacterium kansasii,49,49,False,0.0,18.0,36.734693877551024,1,,,,,,,,,,,,,,
CHEMBL3801595,,F,Mycobacterium kansasii,49,49,False,0.0,17.0,34.693877551020414,1,,,,,,,,,,,,,,
CHEMBL3801596,,F,Mycobacterium tuberculosis,49,49,False,0.0,36.0,73.46938775510205,1,,,,,,,,,,,,,,
CHEMBL3801597,,F,Mycobacterium avium,48,48,False,0.0,19.0,39.583333333333336,1,,,,,,,,,,,,,,
CHEMBL3801598,,F,Mycobacterium kansasii,49,49,False,0.0,14.0,28.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3801599,,F,Mycobacterium kansasii,49,49,False,0.0,21.0,42.85714285714285,1,,,,,,,,,,,,,,
CHEMBL3801600,,F,Mycobacterium kansasii,49,49,False,0.0,37.0,75.51020408163265,1,,,,,,,,,,,,,,
CHEMBL3801601,,F,Mycobacterium kansasii,49,49,False,0.0,36.0,73.46938775510205,1,,,,,,,,,,,,,,
CHEMBL3801938,,F,Mycobacterium tuberculosis H37Rv,44,44,False,0.0,22.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3802302,,F,Homo sapiens,38,38,False,0.0,19.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3802538,,F,Rattus norvegicus,42,42,False,0.0,21.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3804255,,F,Hepatitis C virus subtype 4a,57,57,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3804439,,F,Trypanosoma brucei rhodesiense,88,88,False,0.0,68.0,77.27272727272727,1,,,,,,,,,,,,,,
CHEMBL3804441,,A,Rattus norvegicus,86,86,False,0.0,43.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3804495,,F,Homo sapiens,36,36,False,0.0,18.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3804496,,F,Homo sapiens,36,36,False,0.0,18.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3804497,,F,Homo sapiens,36,36,False,0.0,18.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3804498,,F,Homo sapiens,13,13,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3804505,,F,Trypanosoma brucei brucei,33,33,False,0.0,27.0,81.81818181818181,1,,,,,,,,,,,,,,
CHEMBL3806772,,F,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3806773,,F,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3807628,,A,Homo sapiens,37,37,False,0.0,16.0,43.24324324324325,1,,,,,,,,,,,,,,
CHEMBL3807629,,F,Human immunodeficiency virus 1,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3807923,,F,Human coxsackievirus B3,35,35,False,0.0,15.0,42.85714285714285,1,,,,,,,,,,,,,,
CHEMBL3807925,,F,Hepatitis C virus subtype 1b,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3807926,,A,Homo sapiens,37,37,False,0.0,2.0,5.405405405405406,1,,,,,,,,,,,,,,
CHEMBL3810625,,F,Influenza A virus (A/WSN/1933(H1N1)),38,38,False,0.0,1.0,2.631578947368421,1,,,,,,,,,,,,,,
CHEMBL3811061,,A,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3811817,,F,Homo sapiens,39,39,False,0.0,19.0,48.71794871794872,1,,,,,,,,,,,,,,
CHEMBL3813191,,A,Mus musculus,56,56,False,0.0,28.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3813192,,A,Mus musculus,56,56,False,0.0,28.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3813195,,F,Mus musculus,56,56,False,0.0,28.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3813544,,F,Bovine viral diarrhea virus 1-NADL,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3813574,,F,Homo sapiens,32,32,False,0.0,15.0,46.875,1,,,,,,,,,,,,,,
CHEMBL3816083,,F,Staphylococcus aureus,21,21,False,0.0,10.0,47.61904761904761,1,,,,,,,,,,,,,,
CHEMBL3816087,,F,Staphylococcus epidermidis,19,19,False,0.0,9.0,47.368421052631575,1,,,,,,,,,,,,,,
CHEMBL3816088,,F,Staphylococcus aureus,33,33,False,0.0,14.0,42.42424242424242,1,,,,,,,,,,,,,,
CHEMBL3816089,,F,Staphylococcus epidermidis ATCC 12228,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3816107,,F,Homo sapiens,38,38,False,0.0,19.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3816108,,F,Homo sapiens,38,38,False,0.0,19.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3816109,,F,Homo sapiens,38,38,False,0.0,14.0,36.8421052631579,1,,,,,,,,,,,,,,
CHEMBL3816204,,F,Enterococcus faecium,24,24,False,0.0,12.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3817352,,F,Plasmodium falciparum 3D7,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3817517,,F,Staphylococcus aureus subsp. aureus str. Newman,33,33,False,0.0,33.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3820152,,F,Trypanosoma brucei,31,31,False,0.0,28.0,90.32258064516132,1,,,,,,,,,,,,,,
CHEMBL3820155,,F,Trypanosoma cruzi strain CL Brener,25,25,False,0.0,23.0,92.0,1,,,,,,,,,,,,,,
CHEMBL3820190,,F,Homo sapiens,20,20,False,0.0,10.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3820191,,F,Homo sapiens,17,17,False,0.0,8.0,47.058823529411775,1,,,,,,,,,,,,,,
CHEMBL3820518,,F,Mycobacterium tuberculosis H37Rv,36,36,False,0.0,18.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3820519,,F,Mycobacterium avium,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3820520,,F,Mycobacterium terrae,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3820521,,F,Mycobacterium tuberculosis,34,34,False,0.0,17.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3820736,,F,Plasmodium falciparum D6,72,72,False,0.0,72.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3820737,,F,Plasmodium falciparum,72,72,False,0.0,72.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3821790,,F,Leishmania mexicana,50,50,False,0.0,25.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3821791,,F,Leishmania mexicana,50,50,False,0.0,12.0,24.0,1,,,,,,,,,,,,,,
CHEMBL3822007,,F,Homo sapiens,34,34,False,0.0,34.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3822010,,F,Homo sapiens,34,34,False,0.0,34.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3822011,,F,Homo sapiens,34,34,False,0.0,34.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3822012,,F,Homo sapiens,34,34,False,0.0,34.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3824514,,F,Mus musculus,32,32,False,0.0,14.0,43.75,1,,,,,,,,,,,,,,
CHEMBL3824515,,F,Mus musculus,23,23,False,0.0,5.0,21.73913043478261,1,,,,,,,,,,,,,,
CHEMBL3824712,,F,Homo sapiens,40,40,False,0.0,40.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3824713,,F,Homo sapiens,38,38,False,0.0,19.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3825519,,F,Homo sapiens,43,43,False,0.0,21.0,48.83720930232558,1,,,,,,,,,,,,,,
CHEMBL3825520,,F,Homo sapiens,41,41,False,0.0,20.0,48.78048780487804,1,,,,,,,,,,,,,,
CHEMBL3825523,,F,Homo sapiens,41,41,False,0.0,20.0,48.78048780487804,1,,,,,,,,,,,,,,
CHEMBL3825584,,F,Hepatitis C virus subtype 1a,55,55,False,0.0,55.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825585,,F,Hepatitis C virus subtype 1b,49,49,False,0.0,49.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825586,,F,Hepatitis C virus subtype 2a,48,48,False,0.0,48.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825587,,F,Hepatitis C virus subtype 2b,50,50,False,0.0,50.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825902,,F,Hepatitis C virus subtype 3a,51,51,False,0.0,51.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825903,,F,Hepatitis C virus subtype 4a,45,45,False,0.0,45.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825904,,F,Hepatitis C virus subtype 1a,56,56,False,0.0,56.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825905,,F,Hepatitis C virus subtype 1a,53,53,False,0.0,53.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3825978,,F,Homo sapiens,24,24,False,0.0,12.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3826060,,F,Mus musculus,29,29,False,0.0,14.0,48.27586206896552,1,,,,,,,,,,,,,,
CHEMBL3826200,,F,Homo sapiens,42,42,False,0.0,9.0,21.428571428571427,1,,,,,,,,,,,,,,
CHEMBL3826201,,F,Homo sapiens,42,42,False,0.0,13.0,30.952380952380963,1,,,,,,,,,,,,,,
CHEMBL3826202,,F,Homo sapiens,42,42,False,0.0,12.0,28.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3826203,,F,Homo sapiens,46,46,False,0.0,18.0,39.130434782608695,1,,,,,,,,,,,,,,
CHEMBL3826384,,F,Plasmodium falciparum K1,38,38,False,0.0,19.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3826385,,A,Homo sapiens,38,38,False,0.0,19.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3828981,,F,Respiratory syncytial virus type A,46,46,False,0.0,44.0,95.65217391304348,1,,,,,,,,,,,,,,
CHEMBL3829128,,F,Homo sapiens,41,41,False,0.0,8.0,19.51219512195122,1,,,,,,,,,,,,,,
CHEMBL3829129,,F,Homo sapiens,41,41,False,0.0,4.0,9.75609756097561,1,,,,,,,,,,,,,,
CHEMBL3829130,,F,Homo sapiens,41,41,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3829943,,F,Homo sapiens,30,30,False,0.0,15.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3829944,,F,Homo sapiens,30,30,False,0.0,15.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3829945,,F,Homo sapiens,30,30,False,0.0,15.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3829946,,F,Homo sapiens,30,30,False,0.0,15.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3829957,,F,Homo sapiens,10,10,False,0.0,5.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3830045,,F,Homo sapiens,35,35,False,0.0,33.0,94.28571428571428,1,,,,,,,,,,,,,,
CHEMBL3830441,,F,Homo sapiens,21,21,False,0.0,10.0,47.61904761904761,1,,,,,,,,,,,,,,
CHEMBL3830442,,F,Homo sapiens,11,11,False,0.0,5.0,45.45454545454545,1,,,,,,,,,,,,,,
CHEMBL3830443,,A,Chlorocebus aethiops,23,23,False,0.0,11.0,47.82608695652174,1,,,,,,,,,,,,,,
CHEMBL3830510,,F,Homo sapiens,39,39,False,0.0,6.0,15.384615384615383,1,,,,,,,,,,,,,,
CHEMBL3830549,,F,Human adenovirus 5,52,52,False,0.0,26.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3830550,,F,Human adenovirus 5,51,51,False,0.0,20.0,39.21568627450981,1,,,,,,,,,,,,,,
CHEMBL3830551,,A,Homo sapiens,33,33,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3832762,,F,Mycobacterium tuberculosis,98,98,False,0.0,49.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832763,,F,Mycobacterium tuberculosis,116,116,False,0.0,100.0,86.20689655172414,1,,,,,,,,,,,,,,
CHEMBL3832764,,F,Mycobacterium tuberculosis,116,116,False,0.0,55.0,47.41379310344828,1,,,,,,,,,,,,,,
CHEMBL3832765,,F,Mycobacterium tuberculosis,116,116,False,0.0,47.0,40.51724137931035,1,,,,,,,,,,,,,,
CHEMBL3832766,,F,Mycobacterium tuberculosis,116,116,False,0.0,48.0,41.3793103448276,1,,,,,,,,,,,,,,
CHEMBL3832767,,F,Mycobacterium tuberculosis,116,116,False,0.0,56.0,48.27586206896552,1,,,,,,,,,,,,,,
CHEMBL3832768,,F,Mycobacterium tuberculosis,116,116,False,0.0,57.0,49.137931034482754,1,,,,,,,,,,,,,,
CHEMBL3832769,,F,Mycobacterium tuberculosis,116,116,False,0.0,52.0,44.82758620689656,1,,,,,,,,,,,,,,
CHEMBL3832770,,F,Mycobacterium tuberculosis,116,116,False,0.0,51.0,43.96551724137931,1,,,,,,,,,,,,,,
CHEMBL3832771,,F,Mycobacterium tuberculosis,116,116,False,0.0,57.0,49.137931034482754,1,,,,,,,,,,,,,,
CHEMBL3832772,,F,Mycobacterium tuberculosis,116,116,False,0.0,50.0,43.10344827586207,1,,,,,,,,,,,,,,
CHEMBL3832773,,F,Mycobacterium tuberculosis,116,116,False,0.0,52.0,44.82758620689656,1,,,,,,,,,,,,,,
CHEMBL3832774,,F,Mycobacterium tuberculosis,116,116,False,0.0,39.0,33.62068965517241,1,,,,,,,,,,,,,,
CHEMBL3832775,,F,Mycobacterium tuberculosis,116,116,False,0.0,57.0,49.137931034482754,1,,,,,,,,,,,,,,
CHEMBL3832776,,F,Mycobacterium tuberculosis,116,116,False,0.0,41.0,35.3448275862069,1,,,,,,,,,,,,,,
CHEMBL3832777,,F,Mycobacterium tuberculosis,116,116,False,0.0,38.0,32.75862068965517,1,,,,,,,,,,,,,,
CHEMBL3832778,,F,Plasmodium falciparum,124,124,False,0.0,124.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3832779,,F,Plasmodium falciparum,114,114,False,0.0,57.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832780,,F,Plasmodium falciparum,99,98,False,1.0,49.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832781,,F,Plasmodium berghei,116,106,False,10.0,53.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832782,,F,Plasmodium berghei,56,56,False,0.0,28.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832783,,F,Plasmodium falciparum,112,100,False,12.0,50.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832785,,F,Trypanosoma cruzi,65,65,False,0.0,32.0,49.230769230769226,1,,,,,,,,,,,,,,
CHEMBL3832786,,F,Trypanosoma brucei,64,64,False,0.0,32.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832787,,F,Trypanosoma brucei,62,62,False,0.0,31.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832789,,F,Leishmania infantum,65,65,False,0.0,29.0,44.615384615384606,1,,,,,,,,,,,,,,
CHEMBL3832806,,F,Mycobacterium tuberculosis,98,98,False,0.0,49.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832830,,F,,172,172,False,0.0,86.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3832835,,F,,159,159,False,0.0,79.0,49.68553459119497,1,,,,,,,,,,,,,,
CHEMBL3832836,,F,,14,14,False,0.0,14.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3832837,,F,,14,14,False,0.0,14.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3832838,,F,,63,63,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3832839,,F,,47,47,False,0.0,15.0,31.91489361702128,1,,,,,,,,,,,,,,
CHEMBL3832842,,F,,77,77,False,0.0,32.0,41.558441558441565,1,,,,,,,,,,,,,,
CHEMBL3832843,,F,,65,65,False,0.0,22.0,33.846153846153854,1,,,,,,,,,,,,,,
CHEMBL3854271,,F,Homo sapiens,30,30,False,0.0,15.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3854272,,F,Homo sapiens,29,29,False,0.0,13.0,44.82758620689656,1,,,,,,,,,,,,,,
CHEMBL3854273,,F,Homo sapiens,30,30,False,0.0,14.0,46.66666666666666,1,,,,,,,,,,,,,,
CHEMBL3854274,,F,Homo sapiens,11,11,False,0.0,5.0,45.45454545454545,1,,,,,,,,,,,,,,
CHEMBL3854275,,T,Homo sapiens,38,38,False,0.0,38.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3854281,,A,Homo sapiens,33,33,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3854282,,F,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3854283,,A,Homo sapiens,33,33,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3854285,,F,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,1,,,,,,,,,,,,,,
CHEMBL3854286,,F,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,1,,,,,,,,,,,,,,
CHEMBL3854287,,F,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,1,,,,,,,,,,,,,,
CHEMBL3854288,,F,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,1,,,,,,,,,,,,,,
CHEMBL3854289,,F,Homo sapiens,45,45,False,0.0,22.0,48.88888888888889,1,,,,,,,,,,,,,,
CHEMBL3855215,,F,Human immunodeficiency virus 1,38,38,False,0.0,38.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3855216,,F,Human immunodeficiency virus type 2 (ISOLATE ROD),34,34,False,0.0,17.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3855218,,T,Homo sapiens,38,38,False,0.0,19.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3855799,,F,Mycobacterium tuberculosis H37Rv,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3855804,,T,Mus musculus,35,35,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3855807,,F,Mycobacterium tuberculosis H37Rv,45,45,False,0.0,43.0,95.55555555555556,1,,,,,,,,,,,,,,
CHEMBL3855808,,T,Homo sapiens,41,41,False,0.0,20.0,48.78048780487804,1,,,,,,,,,,,,,,
CHEMBL3857107,,F,Giardia intestinalis,80,80,False,0.0,40.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3857108,,F,Giardia intestinalis,54,54,False,0.0,27.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3857109,,F,Entamoeba histolytica HM-1:IMSS,79,79,False,0.0,36.0,45.56962025316456,1,,,,,,,,,,,,,,
CHEMBL3857110,,F,Trichomonas vaginalis,56,56,False,0.0,28.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3857113,,T,Homo sapiens,39,39,False,0.0,1.0,2.5641025641025643,1,,,,,,,,,,,,,,
CHEMBL3857114,,T,Homo sapiens,39,39,False,0.0,1.0,2.5641025641025643,1,,,,,,,,,,,,,,
CHEMBL3859146,,F,Trypanosoma brucei,2,2,False,0.0,2.0,100.0,1,,,,,,,,,,,,,,
CHEMBL3859765,,F,Trypanosoma brucei brucei,53,53,False,0.0,26.0,49.0566037735849,1,,,,,,,,,,,,,,
CHEMBL3859770,,T,Homo sapiens,53,53,False,0.0,26.0,49.0566037735849,1,,,,,,,,,,,,,,
CHEMBL3859771,,T,Homo sapiens,53,53,False,0.0,25.0,47.16981132075472,1,,,,,,,,,,,,,,
CHEMBL3859772,,A,Sus scrofa,53,53,False,0.0,4.0,7.547169811320754,1,,,,,,,,,,,,,,
CHEMBL3859956,,F,Hepatitis B virus,16,16,False,0.0,11.0,68.75,1,,,,,,,,,,,,,,
CHEMBL3860911,,F,Homo sapiens,44,44,False,0.0,16.0,36.36363636363637,1,,,,,,,,,,,,,,
CHEMBL3861323,,T,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3862963,,F,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3862964,,F,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3862965,,F,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3862967,,F,Homo sapiens,102,102,False,0.0,51.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3863935,,T,Chlorocebus aethiops,26,26,False,0.0,12.0,46.15384615384615,1,,,,,,,,,,,,,,
CHEMBL3866163,,F,Homo sapiens,34,34,False,0.0,17.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3866164,,F,Homo sapiens,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3866166,,F,Homo sapiens,35,35,False,0.0,17.0,48.57142857142857,1,,,,,,,,,,,,,,
CHEMBL3866167,,F,Homo sapiens,37,37,False,0.0,18.0,48.64864864864865,1,,,,,,,,,,,,,,
CHEMBL3866223,,A,Mus musculus,45,45,False,0.0,1.0,2.2222222222222223,1,,,,,,,,,,,,,,
CHEMBL3866224,,F,Mycobacterium tuberculosis H37Rv,48,48,False,0.0,24.0,50.0,1,,,,,,,,,,,,,,
CHEMBL3866385,,T,Homo sapiens,19,19,False,0.0,0.0,0.0,1,,,,,,,,,,,,,,
CHEMBL3866386,,F,Hepatitis C virus subtype 1b,33,33,False,0.0,16.0,48.48484848484848,1,,,,,,,,,,,,,,
CHEMBL3866387,,F,Hepatitis C virus subtype 1b,19,19,False,0.0,9.0,47.368421052631575,1,,,,,,,,,,,,,,
